id	e2m	m2y	e2m2y	padj	coef	file	method	tissue	trait	treatment	Freq	id_v4	chromosome_name	start_position	end_position
AC148152.3_FG005	8.26060316208475e-15	0.00492501801680834	0.00492501801680834	0.0394001441344667	9.8285779740466e-11	res.fixed_mediator_T127_stdN_ts_L3Base.csv	res.fixed	L3Base	T127_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	5.00787828983107e-08	5.00787828983107e-08	5.00787828983107e-08	0.0186189151738303	res.fixed_mediator_T128_stdN_ts_L3Base.csv	res.fixed	L3Base	T128_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.52696245696582e-05	1.52696245696582e-05	0.00125210921471197	-0.00621519854197575	res.fixed_mediator_T13_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T13_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.00485248604151023	0.00485248604151023	0.00485248604151023	2.70358413671164e-10	res.fixed_mediator_T130_stdN_ts_L3Base.csv	res.fixed	L3Base	T130_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	6.00319308958763e-05	6.00319308958763e-05	0.000780415101646392	-0.0262747558863529	res.fixed_mediator_T131_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T131_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.97946131041959e-07	1.97946131041959e-07	2.77124583458743e-06	-0.0243928399745005	res.fixed_mediator_T133_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T133_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	9.90468858486082e-06	9.90468858486082e-06	0.000178284394527495	-1.34303185509577e-09	res.fixed_mediator_T134_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T134_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	1.19237952844742e-13	1.19237952844742e-13	9.53903622757934e-13	5.29603052455944e-11	res.fixed_mediator_T135_stdN_ts_L3Base.csv	res.fixed	L3Base	T135_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	3.51322339664506e-06	3.51322339664506e-06	9.48570317094166e-05	4.44657805060004e-11	res.fixed_mediator_T135_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T135_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	2.87133773846371e-06	2.87133773846371e-06	2.29707019077097e-05	0.0152223835742562	res.fixed_mediator_T136_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T136_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.00325831337738869	0.00325831337738869	0.0162915668869434	0.0167478451356174	res.fixed_mediator_T138_stdN_ts_L3Base.csv	res.fixed	L3Base	T138_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000783152136919707	0.000783152136919707	0.0211451076968321	-0.00855728562574778	res.fixed_mediator_T143_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T143_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	7.22824299748126e-07	7.22824299748126e-07	7.95106729722939e-06	0.00565400658383825	res.fixed_mediator_T144_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T144_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000473570319906358	0.000473570319906358	0.0161013908768162	-0.0183962482528299	res.fixed_mediator_T145_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T145_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	6.43075104278523e-09	6.43075104278523e-09	5.14460083422819e-08	-0.052274090778483	res.fixed_mediator_T147_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T147_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00222242426310126	0.00222242426310126	0.0444484852620253	-0.0128049879001387	res.fixed_mediator_T149_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T149_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000160878220532013	0.000160878220532013	0.000160878220532013	0.0335904791071496	res.fixed_mediator_T17_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T17_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.00159322421959018	0.00159322421959018	0.0209046948002822	-0.00431743720728242	res.fixed_mediator_T18_stdN_ts_L3Base.csv	res.fixed	L3Base	T18_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.28977523372598e-06	1.28977523372598e-06	3.86932570117793e-06	-0.0040827751213223	res.fixed_mediator_T18_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T18_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	2.01819447058771e-05	2.01819447058771e-05	0.000161455557647017	0.0311935700320413	res.fixed_mediator_T19_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T19_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000231201413488202	0.000231201413488202	0.00254321554837023	-0.0241711134104346	res.fixed_mediator_T22_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T22_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000327731424687672	0.000327731424687672	0.0137647198368822	-0.0117689535571609	res.fixed_mediator_T25_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T25_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00826942563924527	0.00826942563924527	0.00826942563924527	0.00591575938245704	res.fixed_mediator_T27_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T27_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000568153166806251	0.000568153166806251	0.00454522533445001	-0.0174760041489848	res.fixed_mediator_T30_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T30_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0	1.19136953821141e-16	6.43339550634159e-15	0.0253034208507311	res.fixed_mediator_T34_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T34_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.00657291460151432	0.00657291460151432	0.0131458292030286	-0.00235902744724171	res.fixed_mediator_T36_stdN_ts_L3Base.csv	res.fixed	L3Base	T36_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.000113250854447244	0.000113250854447244	0.000566254272236222	0.00751705443433711	res.fixed_mediator_T38_stdN_ts_L3Base.csv	res.fixed	L3Base	T38_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	2.73880492034362e-05	2.73880492034362e-05	0.00123246221415463	-0.00969664734439671	res.fixed_mediator_T39_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T39_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00141658557954072	0.00141658557954072	0.0169990269544886	-2.3179942329207e-10	res.fixed_mediator_T40_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T40_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	8.48877399484138e-08	8.48877399484138e-08	6.79101919587311e-07	-0.00646545109967217	res.fixed_mediator_T42_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T42_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00074351929109473	0.00074351929109473	0.00074351929109473	-6.96091611056031e-10	res.fixed_mediator_T45_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T45_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.00855366738108199	0.00855366738108199	0.00855366738108199	-0.00227979331683108	res.fixed_mediator_T47_stdN_ts_L3Base.csv	res.fixed	L3Base	T47_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00031620188339887	0.00031620188339887	0.00600783578457853	-0.000255516658718763	res.fixed_mediator_T50_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T50_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.81521627951042e-07	1.81521627951042e-07	1.21619490727198e-05	0.0110529057668766	res.fixed_mediator_T52_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T52_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.000289207717837359	0.000289207717837359	0.0083870238172834	0.00906126550271768	res.fixed_mediator_T53_stdN_ts_L3Base.csv	res.fixed	L3Base	T53_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00010641924409871	0.00010641924409871	0.00031925773229613	-0.00850786757862144	res.fixed_mediator_T53_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T53_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00495576875004011	0.00495576875004011	0.00495576875004011	-0.0170388764555986	res.fixed_mediator_T54_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T54_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00584041228134624	0.00584041228134624	0.0408828859694237	-0.00720284597997797	res.fixed_mediator_T55_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T55_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.0204465779152565	0.0204465779152565	0.0204465779152565	-0.0140914522309198	res.fixed_mediator_T56_stdN_ts_L3Base.csv	res.fixed	L3Base	T56_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.0210057072933056	0.0210057072933056	0.0210057072933056	-0.0146224637514748	res.fixed_mediator_T56_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T56_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	3.03531111356392e-09	3.03531111356392e-09	1.51765555678196e-07	0.0047510271834204	res.fixed_mediator_T58_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T58_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	7.43587236229359e-09	7.43587236229359e-09	3.56921873390093e-07	0.00716063151814198	res.fixed_mediator_T59_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T59_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.000416702927318768	0.000416702927318768	0.0104175731829692	-0.0325382542549598	res.fixed_mediator_T6_stdN_ts_L3Base.csv	res.fixed	L3Base	T6_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0	1.19136953821141e-16	8.93527153658555e-15	0.0138676929258968	res.fixed_mediator_T60_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T60_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	5.738896324603e-06	5.738896324603e-06	0.000149211304439678	-0.00959754645060283	res.fixed_mediator_T62_stdN_ts_L3Base.csv	res.fixed	L3Base	T62_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.00809984366063832	0.00809984366063832	0.024299530981915	-0.0313140996798629	res.fixed_mediator_T65_stdN_ts_L3Base.csv	res.fixed	L3Base	T65_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.63136171238421e-11	1.63136171238421e-11	1.63136171238421e-10	-0.0431475948297311	res.fixed_mediator_T65_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T65_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.08669668739125e-05	1.08669668739125e-05	0.000412944741208676	0.0261510365413245	res.fixed_mediator_T66_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T66_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.31103849998482e-08	1.31103849998482e-08	1.70435004998026e-07	0.0328557211919865	res.fixed_mediator_T67_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T67_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	7.62499201067968e-06	7.62499201067968e-06	3.81249600533984e-05	0.000814863193679849	res.fixed_mediator_T70_stdN_ts_L3Base.csv	res.fixed	L3Base	T70_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00136847582182886	0.00136847582182886	0.0136847582182886	0.000889890611295076	res.fixed_mediator_T70_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T70_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	0.000280328445831701	0.000280328445831701	0.000280328445831701	0.0298833394839197	res.fixed_mediator_T72_stdN_ts_L3Base.csv	res.fixed	L3Base	T72_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00121047661350948	0.00121047661350948	0.00121047661350948	0.0249073351766602	res.fixed_mediator_T72_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T72_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	1.9974284448665e-09	1.9974284448665e-09	9.38791369087255e-08	-0.0157080727204771	res.fixed_mediator_T73_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T73_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000584319571550029	0.000584319571550029	0.000584319571550029	-0.00474478105066857	res.fixed_mediator_T74_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T74_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	2.67137809184526e-06	2.67137809184526e-06	7.47985865716672e-05	0.00357915238493381	res.fixed_mediator_T76_stdN_ts_L3Base.csv	res.fixed	L3Base	T76_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000223432952795255	0.000223432952795255	0.00044686590559051	0.00550838683493036	res.fixed_mediator_T76_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T76_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	2.71118789640923e-07	2.71118789640923e-07	1.32848206924052e-05	-0.00466982791940467	res.fixed_mediator_T77_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T77_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.003810388004299	0.003810388004299	0.0495350440558871	-1.13331216153071e-10	res.fixed_mediator_T79_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T79_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	7.46336326074015e-11	7.46336326074015e-11	1.26877175432583e-09	0.000675499159275855	res.fixed_mediator_T8_stdN_ts_L3Base.csv	res.fixed	L3Base	T8_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	5.36783094950977e-06	5.36783094950977e-06	5.36783094950977e-06	-0.0198237016792465	res.fixed_mediator_T80_stdN_ts_L3Base.csv	res.fixed	L3Base	T80_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	8.26060316208475e-15	3.15390835670115e-08	3.15390835670115e-08	1.07232884127839e-06	0.0186307769045594	res.fixed_mediator_T83_stdN_ts_L3Base.csv	res.fixed	L3Base	T83_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.00113471760277939	0.00113471760277939	0.00113471760277939	0.0191476828044729	res.fixed_mediator_T83_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T83_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000788229839065568	0.000788229839065568	0.00394114919532784	0.00658318348019429	res.fixed_mediator_T91_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T91_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	8.71378017386348e-06	8.71378017386348e-06	0.000418261448345447	0.00354566656832959	res.fixed_mediator_T96_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T96_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000152991980543638	0.000152991980543638	0.000152991980543638	-0.00983662005870137	res.fixed_mediator_T98_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T98_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG005	1.19136953821141e-16	0.000783602347446566	0.000783602347446566	0.0023508070423397	0.0140225367968819	res.fixed_mediator_T99_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T99_stdN	stdN	77	Zm00001d007718	2	238143557	238145188
AC148152.3_FG008	0.0455441417509224	0.0022917352266707	0.0455441417509224	0.0455441417509224	0.00409589387908865	res.fixed_mediator_T111_stdN_ts_LMAN.csv	res.fixed	LMAN	T111_stdN	stdN	5	Zm00001d007716	2	238069977	238074569
AC148152.3_FG008	0.0455441417509224	0.0367000752275619	0.0455441417509224	0.0455441417509224	0.0129067383928962	res.fixed_mediator_T16_stdN_ts_LMAN.csv	res.fixed	LMAN	T16_stdN	stdN	5	Zm00001d007716	2	238069977	238074569
AC148152.3_FG008	0.0455441417509224	0.000233762327088938	0.0455441417509224	0.0455441417509224	0.00260390092779422	res.fixed_mediator_T47_stdN_ts_LMAN.csv	res.fixed	LMAN	T47_stdN	stdN	5	Zm00001d007716	2	238069977	238074569
AC148152.3_FG008	0.0455441417509224	6.79396753544559e-06	0.0455441417509224	0.0455441417509224	0.000187709886181174	res.fixed_mediator_T94_stdN_ts_LMAN.csv	res.fixed	LMAN	T94_stdN	stdN	5	Zm00001d007716	2	238069977	238074569
AC148152.3_FG008	0.0455441417509224	0.00486806510817694	0.0455441417509224	0.0455441417509224	0.00373106766191485	res.fixed_mediator_T97_stdN_ts_LMAN.csv	res.fixed	LMAN	T97_stdN	stdN	5	Zm00001d007716	2	238069977	238074569
AC148167.6_FG001	5.84482930179191e-12	0.00790328571908971	0.00790328571908971	0.00790328571908971	-0.00833954066881986	res.fixed_mediator_T122_stdN_ts_L3Base.csv	res.fixed	L3Base	T122_stdN	stdN	5	Zm00001d018986	7	12037670	12043615
AC148167.6_FG001	5.84482930179191e-12	0.00356120802878834	0.00356120802878834	0.00712241605757669	-0.0096543372305792	res.fixed_mediator_T13_stdN_ts_L3Base.csv	res.fixed	L3Base	T13_stdN	stdN	5	Zm00001d018986	7	12037670	12043615
AC148167.6_FG001	5.84482930179191e-12	0.0350585293634227	0.0350585293634227	0.0350585293634227	0.000689047335870121	res.fixed_mediator_T41_stdN_ts_L3Base.csv	res.fixed	L3Base	T41_stdN	stdN	5	Zm00001d018986	7	12037670	12043615
AC148167.6_FG001	5.84482930179191e-12	0.000510130081616378	0.000510130081616378	0.000510130081616378	-0.00816006064524187	res.fixed_mediator_T69_stdN_ts_L3Base.csv	res.fixed	L3Base	T69_stdN	stdN	5	Zm00001d018986	7	12037670	12043615
AC148167.6_FG001	5.84482930179191e-12	3.50244608871009e-08	3.50244608871009e-08	1.05073382661303e-06	0.00575550405172811	res.fixed_mediator_T97_stdN_ts_L3Base.csv	res.fixed	L3Base	T97_stdN	stdN	5	Zm00001d018986	7	12037670	12043615
AC149475.2_FG003	5.3510270339897e-14	7.72219179712153e-08	7.72219179712153e-08	1.08110685159701e-06	0.0183408725327461	res.fixed_mediator_T101_stdN_ts_GShoot.csv	res.fixed	GShoot	T101_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149475.2_FG003	2.87728094619867e-13	5.16862765920223e-08	5.16862765920223e-08	2.06745106368089e-07	0.00566666737794721	res.fixed_mediator_T14_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T14_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149475.2_FG003	5.3510270339897e-14	3.1611541890797e-06	3.1611541890797e-06	3.1611541890797e-06	0.00989090553950631	res.fixed_mediator_T140_stdN_ts_GShoot.csv	res.fixed	GShoot	T140_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149475.2_FG003	2.06244673362285e-11	0.0014030309502775	0.0014030309502775	0.0014030309502775	0.0422399924193071	res.fixed_mediator_T147_stdN_ts_LMAN.csv	res.fixed	LMAN	T147_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149475.2_FG003	2.06244673362285e-11	0.00112695472440838	0.00112695472440838	0.00225390944881676	0.0220477677183636	res.fixed_mediator_T17_stdN_ts_LMAN.csv	res.fixed	LMAN	T17_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149475.2_FG003	5.3510270339897e-14	5.42841238626579e-09	5.42841238626579e-09	5.42841238626579e-09	0.00412210706470857	res.fixed_mediator_T26_stdN_ts_GShoot.csv	res.fixed	GShoot	T26_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149475.2_FG003	2.06244673362285e-11	1.73651502066718e-08	1.73651502066718e-08	1.21556051446703e-06	0.0144803332779829	res.fixed_mediator_T88_stdN_ts_LMAN.csv	res.fixed	LMAN	T88_stdN	stdN	7	Zm00001d048403	9	155635584	155640617
AC149810.2_FG008	1.17894033107273e-13	1.24286314573396e-09	1.24286314573396e-09	2.48572629146793e-09	-0.0183443821867873	res.fixed_mediator_T128_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T128_stdN	stdN	3	Zm00001d048342	9	154782716	154785521
AC149810.2_FG008	1.17894033107273e-13	0	1.17894033107273e-13	4.95154939050547e-12	-3.82014965377376e-10	res.fixed_mediator_T130_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T130_stdN	stdN	3	Zm00001d048342	9	154782716	154785521
AC149810.2_FG008	1.17894033107273e-13	8.58244318657775e-06	8.58244318657775e-06	0.000120154204612088	-0.0153739664170691	res.fixed_mediator_T21_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T21_stdN	stdN	3	Zm00001d048342	9	154782716	154785521
AC149828.2_FG002	2.02248277194562e-11	3.81560689843852e-06	3.81560689843852e-06	0.000175517917328172	-0.0162793178936571	res.fixed_mediator_T24_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T24_stdN	stdN	1	Zm00001d048271	9	153586355	153591283
AC166636.1_FG007	5.4160014921196e-14	0.000258348317796919	0.000258348317796919	0.0121423709364552	0.0227569377479832	res.fixed_mediator_T123_stdN_ts_L3Base.csv	res.fixed	L3Base	T123_stdN	stdN	1	Zm00001d028011	1	20291775	20293058
AC205677.3_FG001	7.57322260459773e-13	0.000371072898356362	0.000371072898356362	0.0155850617309672	-0.0113486352887065	res.fixed_mediator_T24_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T24_stdN	stdN	1	Zm00001d035093	6	4928001	4934917
AC213099.3_FG002	0.000262547605711871	0.00239415832002732	0.00239415832002732	0.0359123748004098	0.0314922892912006	res.fixed_mediator_T66_stdN_ts_Kern.csv	res.fixed	Kern	T66_stdN	stdN	1	Zm00001d029248	1	63708680	63711620
AC213463.3_FG009	8.13601466871524e-14	7.64992513779816e-11	7.64992513779816e-11	4.89595208819083e-09	0.0166833869643402	res.fixed_mediator_T140_stdN_ts_L3Base.csv	res.fixed	L3Base	T140_stdN	stdN	1	Zm00001d013519	5	13440457	13446073
AC213600.3_FG002	4.17424340329782e-10	5.39497267872946e-05	5.39497267872946e-05	0.00178034098398072	0.0214242635692246	res.fixed_mediator_T67_stdN_ts_LMAD.csv	res.fixed	LMAD	T67_stdN	stdN	1	Zm00001d040449	3	43825329	43828852
AC214648.3_FG003	2.79531192022283e-14	3.16031290026331e-07	3.16031290026331e-07	1.89618774015798e-06	0.00331073424821453	res.fixed_mediator_T139_stdN_ts_L3Tip.csv	res.fixed	L3Tip	T139_stdN	stdN	1	Zm00001d010982	8	135759694	135764370
