GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0044249	P	cellular biosynthetic process	12	57	4603	25864	0.31	1	// Zm00001d007042 // Zm00001d022342 // Zm00001d010530 // Zm00001d024805 // Zm00001d003762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d039385 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0006807	P	nitrogen compound metabolic process	12	57	4183	25864	0.2	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d046492 // Zm00001d036181 // Zm00001d024805 // Zm00001d010530 // Zm00001d003762 // Zm00001d006248 // Zm00001d048346 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0045449	P	regulation of transcription	6	57	1708	25864	0.17	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0034645	P	cellular macromolecule biosynthetic process	12	57	3306	25864	0.054	1	// Zm00001d007042 // Zm00001d022342 // Zm00001d010530 // Zm00001d024805 // Zm00001d003762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d039385 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0050789	P	regulation of biological process	10	57	3207	25864	0.16	1	// Zm00001d007042 // Zm00001d030773 // Zm00001d046500 // Zm00001d003762 // Zm00001d006248 // Zm00001d048347 // Zm00001d048345 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 
GO:0080090	P	regulation of primary metabolic process	6	57	1868	25864	0.23	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0016043	P	cellular component organization	6	57	1325	25864	0.071	1	// Zm00001d007043 // Zm00001d030773 // Zm00001d036177 // Zm00001d048346 // Zm00001d034505 // Zm00001d047596 
GO:0060255	P	regulation of macromolecule metabolic process	6	57	1909	25864	0.24	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0010467	P	gene expression	10	57	3342	25864	0.2	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d010530 // Zm00001d003762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0065007	P	biological regulation	11	57	3697	25864	0.18	1	// Zm00001d007042 // Zm00001d030773 // Zm00001d046500 // Zm00001d003762 // Zm00001d006248 // Zm00001d003761 // Zm00001d048347 // Zm00001d048345 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 
GO:0031326	P	regulation of cellular biosynthetic process	6	57	1823	25864	0.21	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0010468	P	regulation of gene expression	6	57	1863	25864	0.23	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	11	57	3518	25864	0.15	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d036181 // Zm00001d024805 // Zm00001d010530 // Zm00001d003762 // Zm00001d006248 // Zm00001d048346 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	6	57	1755	25864	0.19	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0043687	P	post-translational protein modification	6	57	2107	25864	0.32	1	// Zm00001d010534 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d042470 // Zm00001d028615 
GO:0009987	P	cellular process	33	57	12394	25864	0.085	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d022342 // Zm00001d046492 // Zm00001d022341 // Zm00001d036181 // Zm00001d047604 // Zm00001d024803 // Zm00001d043048 // Zm00001d048345 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d010529 // Zm00001d046500 // Zm00001d006248 // Zm00001d052680 // Zm00001d024805 // Zm00001d030773 // Zm00001d036177 // Zm00001d030774 // Zm00001d042475 // Zm00001d039385 // Zm00001d042470 // Zm00001d048346 // Zm00001d010534 // Zm00001d010530 // Zm00001d003762 // Zm00001d047262 // Zm00001d048347 // Zm00001d003761 // Zm00001d034505 // Zm00001d028615 
GO:0009889	P	regulation of biosynthetic process	6	57	1828	25864	0.21	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0006464	P	protein modification process	8	57	2263	25864	0.12	1	// Zm00001d022342 // Zm00001d010534 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d052680 // Zm00001d042470 // Zm00001d028615 
GO:0050794	P	regulation of cellular process	10	57	2928	25864	0.11	1	// Zm00001d007042 // Zm00001d030773 // Zm00001d046500 // Zm00001d003762 // Zm00001d006248 // Zm00001d048347 // Zm00001d048345 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 
GO:0043412	P	macromolecule modification	8	57	2387	25864	0.15	1	// Zm00001d022342 // Zm00001d010534 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d052680 // Zm00001d042470 // Zm00001d028615 
GO:0009059	P	macromolecule biosynthetic process	12	57	3314	25864	0.055	1	// Zm00001d007042 // Zm00001d022342 // Zm00001d010530 // Zm00001d024805 // Zm00001d003762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d039385 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0051171	P	regulation of nitrogen compound metabolic process	6	57	1773	25864	0.2	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0008152	P	metabolic process	32	57	13125	25864	0.25	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d022342 // Zm00001d046492 // Zm00001d046491 // Zm00001d036181 // Zm00001d024805 // Zm00001d024803 // Zm00001d043048 // Zm00001d048345 // Zm00001d044053 // Zm00001d047595 // Zm00001d047596 // Zm00001d010529 // Zm00001d006248 // Zm00001d052680 // Zm00001d004388 // Zm00001d047604 // Zm00001d030773 // Zm00001d042475 // Zm00001d042474 // Zm00001d039385 // Zm00001d042470 // Zm00001d013799 // Zm00001d022341 // Zm00001d010534 // Zm00001d010530 // Zm00001d003762 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d028615 
GO:0016070	P	RNA metabolic process	9	57	2504	25864	0.097	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d010530 // Zm00001d003762 // Zm00001d006248 // Zm00001d048346 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0044238	P	primary metabolic process	24	57	9990	25864	0.34	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d022342 // Zm00001d036181 // Zm00001d024805 // Zm00001d013799 // Zm00001d043048 // Zm00001d048345 // Zm00001d044053 // Zm00001d047595 // Zm00001d047596 // Zm00001d010529 // Zm00001d006248 // Zm00001d052680 // Zm00001d047604 // Zm00001d042475 // Zm00001d042470 // Zm00001d010534 // Zm00001d010530 // Zm00001d003762 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d028615 
GO:0050896	P	response to stimulus	6	57	3551	25864	0.81	1	// Zm00001d007042 // Zm00001d010529 // Zm00001d046500 // Zm00001d036181 // Zm00001d048345 // Zm00001d047595 
GO:0051252	P	regulation of RNA metabolic process	6	57	1719	25864	0.18	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0009058	P	biosynthetic process	12	57	4789	25864	0.36	1	// Zm00001d007042 // Zm00001d022342 // Zm00001d010530 // Zm00001d024805 // Zm00001d003762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d039385 // Zm00001d048347 // Zm00001d047595 // Zm00001d047596 
GO:0044237	P	cellular metabolic process	27	57	9644	25864	0.077	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d022342 // Zm00001d046492 // Zm00001d022341 // Zm00001d036181 // Zm00001d024805 // Zm00001d024803 // Zm00001d043048 // Zm00001d048345 // Zm00001d047595 // Zm00001d047596 // Zm00001d010529 // Zm00001d006248 // Zm00001d052680 // Zm00001d047604 // Zm00001d030773 // Zm00001d042475 // Zm00001d039385 // Zm00001d042470 // Zm00001d010534 // Zm00001d010530 // Zm00001d003762 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d028615 
GO:0006355	P	regulation of transcription, DNA-dependent	6	57	1706	25864	0.17	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0006796	P	phosphate metabolic process	7	57	2278	25864	0.23	1	// Zm00001d022341 // Zm00001d030773 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d042470 // Zm00001d028615 
GO:0010556	P	regulation of macromolecule biosynthetic process	6	57	1783	25864	0.2	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0006350	P	transcription	6	57	1916	25864	0.25	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0006351	P	transcription, DNA-dependent	6	57	1915	25864	0.25	1	// Zm00001d007042 // Zm00001d003762 // Zm00001d048347 // Zm00001d006248 // Zm00001d047595 // Zm00001d047596 
GO:0006793	P	phosphorus metabolic process	7	57	2279	25864	0.23	1	// Zm00001d022341 // Zm00001d030773 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d042470 // Zm00001d028615 
GO:0016491	F	oxidoreductase activity	5	57	2055	25864	0.48	1	// Zm00001d022341 // Zm00001d042476 // Zm00001d046492 // Zm00001d046491 // Zm00001d004388 
GO:0005488	F	binding	25	57	15311	25864	0.99	1	// Zm00001d007043 // Zm00001d007042 // Zm00001d022341 // Zm00001d036181 // Zm00001d013799 // Zm00001d052992 // Zm00001d043049 // Zm00001d047597 // Zm00001d047596 // Zm00001d010529 // Zm00001d013812 // Zm00001d006248 // Zm00001d004388 // Zm00001d020748 // Zm00001d030772 // Zm00001d030774 // Zm00001d042475 // Zm00001d042470 // Zm00001d010534 // Zm00001d010532 // Zm00001d010530 // Zm00001d025278 // Zm00001d048345 // Zm00001d048347 // Zm00001d034505 
GO:0003677	F	DNA binding	5	57	2665	25864	0.71	1	// Zm00001d007042 // Zm00001d047596 // Zm00001d048347 // Zm00001d030772 // Zm00001d036181 
GO:0001883	F	purine nucleoside binding	9	57	3434	25864	0.34	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d004388 // Zm00001d042470 
GO:0005524	F	ATP binding	7	57	3105	25864	0.54	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d010530 // Zm00001d036181 // Zm00001d048345 // Zm00001d006248 // Zm00001d042470 
GO:0016740	F	transferase activity	8	57	4374	25864	0.77	1	// Zm00001d009856 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d024803 // Zm00001d052680 // Zm00001d039385 // Zm00001d042470 
GO:0000166	F	nucleotide binding	11	57	4586	25864	0.43	1	// Zm00001d022341 // Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d004388 // Zm00001d042470 
GO:0017076	F	purine nucleotide binding	10	57	3780	25864	0.32	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d004388 // Zm00001d042470 
GO:0001882	F	nucleoside binding	9	57	3443	25864	0.35	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d004388 // Zm00001d042470 
GO:0003676	F	nucleic acid binding	9	57	4480	25864	0.67	1	// Zm00001d007042 // Zm00001d047596 // Zm00001d020748 // Zm00001d036181 // Zm00001d025278 // Zm00001d030772 // Zm00001d048347 // Zm00001d030774 // Zm00001d013812 
GO:0016787	F	hydrolase activity	10	57	3710	25864	0.3	1	// Zm00001d010529 // Zm00001d010532 // Zm00001d036181 // Zm00001d036175 // Zm00001d013799 // Zm00001d042475 // Zm00001d042474 // Zm00001d043048 // Zm00001d044053 // Zm00001d028615 
GO:0003824	F	catalytic activity	24	57	11519	25864	0.69	1	// Zm00001d022341 // Zm00001d046492 // Zm00001d046491 // Zm00001d036181 // Zm00001d047604 // Zm00001d024803 // Zm00001d043048 // Zm00001d044053 // Zm00001d010529 // Zm00001d006248 // Zm00001d052680 // Zm00001d004388 // Zm00001d036175 // Zm00001d042475 // Zm00001d042474 // Zm00001d042476 // Zm00001d039385 // Zm00001d042470 // Zm00001d013799 // Zm00001d009856 // Zm00001d010532 // Zm00001d010530 // Zm00001d048345 // Zm00001d028615 
GO:0032559	F	adenyl ribonucleotide binding	8	57	3266	25864	0.43	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d010530 // Zm00001d036181 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d042470 
GO:0030554	F	adenyl nucleotide binding	9	57	3432	25864	0.34	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d004388 // Zm00001d042470 
GO:0016772	F	transferase activity, transferring phosphorus-containing groups	5	57	2533	25864	0.67	1	// Zm00001d047604 // Zm00001d039385 // Zm00001d048345 // Zm00001d006248 // Zm00001d042470 
GO:0005515	F	protein binding	6	57	5187	25864	0.98	1	// Zm00001d007043 // Zm00001d010529 // Zm00001d048345 // Zm00001d013799 // Zm00001d034505 // Zm00001d047596 
GO:0032555	F	purine ribonucleotide binding	9	57	3607	25864	0.4	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d042470 
GO:0032553	F	ribonucleotide binding	9	57	3607	25864	0.4	1	// Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d042470 
GO:0016021	C	integral to membrane	17	57	1723	25864	1.1e-07	6.5e-06	// Zm00001d009856 // Zm00001d007042 // Zm00001d007041 // Zm00001d024804 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d003761 // Zm00001d048346 // Zm00001d016156 // Zm00001d042476 // Zm00001d039385 // Zm00001d034505 // Zm00001d039386 // Zm00001d013799 // Zm00001d030774 
GO:0031224	C	intrinsic to membrane	17	57	1790	25864	1.9e-07	6.5e-06	// Zm00001d009856 // Zm00001d007042 // Zm00001d007041 // Zm00001d024804 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d003761 // Zm00001d048346 // Zm00001d016156 // Zm00001d042476 // Zm00001d039385 // Zm00001d034505 // Zm00001d039386 // Zm00001d013799 // Zm00001d030774 
GO:0044425	C	membrane part	18	57	2755	25864	1.6e-05	0.00036	// Zm00001d009856 // Zm00001d007042 // Zm00001d007041 // Zm00001d022341 // Zm00001d024804 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d003761 // Zm00001d048346 // Zm00001d016156 // Zm00001d042476 // Zm00001d039385 // Zm00001d034505 // Zm00001d039386 // Zm00001d013799 // Zm00001d030774 
GO:0005623	C	cell	37	57	12261	25864	0.0059	0.079	// Zm00001d007043 // Zm00001d007042 // Zm00001d036184 // Zm00001d022341 // Zm00001d024804 // Zm00001d007041 // Zm00001d013799 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d043047 // Zm00001d010529 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d052680 // Zm00001d020748 // Zm00001d048349 // Zm00001d030773 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d042476 // Zm00001d039385 // Zm00001d039386 // Zm00001d048346 // Zm00001d009856 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d003761 // Zm00001d016156 // Zm00001d034505 
GO:0044464	C	cell part	37	57	12261	25864	0.0059	0.079	// Zm00001d007043 // Zm00001d007042 // Zm00001d036184 // Zm00001d022341 // Zm00001d024804 // Zm00001d007041 // Zm00001d013799 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d043047 // Zm00001d010529 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d052680 // Zm00001d020748 // Zm00001d048349 // Zm00001d030773 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d042476 // Zm00001d039385 // Zm00001d039386 // Zm00001d048346 // Zm00001d009856 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d003761 // Zm00001d016156 // Zm00001d034505 
GO:0016020	C	membrane	20	57	5709	25864	0.017	0.19	// Zm00001d009856 // Zm00001d007042 // Zm00001d036184 // Zm00001d022341 // Zm00001d024804 // Zm00001d030772 // Zm00001d036176 // Zm00001d036177 // Zm00001d007041 // Zm00001d030775 // Zm00001d003761 // Zm00001d048346 // Zm00001d016156 // Zm00001d042476 // Zm00001d039385 // Zm00001d034505 // Zm00001d039386 // Zm00001d013799 // Zm00001d030774 // Zm00001d043047 
GO:0005634	C	nucleus	11	57	2821	25864	0.042	0.41	// Zm00001d007043 // Zm00001d047596 // Zm00001d025278 // Zm00001d046500 // Zm00001d036177 // Zm00001d006248 // Zm00001d030774 // Zm00001d048347 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 
GO:0043234	C	protein complex	7	57	1572	25864	0.057	0.48	// Zm00001d007043 // Zm00001d022341 // Zm00001d030773 // Zm00001d006248 // Zm00001d052680 // Zm00001d034505 // Zm00001d047596 
GO:0032991	C	macromolecular complex	9	57	2550	25864	0.11	0.79	// Zm00001d007043 // Zm00001d022341 // Zm00001d030773 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d052680 // Zm00001d034505 // Zm00001d047596 
GO:0043226	C	organelle	18	57	7692	25864	0.43	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d047596 // Zm00001d030773 // Zm00001d046500 // Zm00001d036177 // Zm00001d048349 // Zm00001d006248 // Zm00001d030774 // Zm00001d048346 // Zm00001d025278 // Zm00001d043048 // Zm00001d048347 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 // Zm00001d047262 
GO:0043229	C	intracellular organelle	18	57	7690	25864	0.43	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d047596 // Zm00001d030773 // Zm00001d046500 // Zm00001d036177 // Zm00001d048349 // Zm00001d006248 // Zm00001d030774 // Zm00001d048346 // Zm00001d025278 // Zm00001d043048 // Zm00001d048347 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 // Zm00001d047262 
GO:0044424	C	intracellular part	22	57	8943	25864	0.31	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d010529 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d052680 // Zm00001d020748 // Zm00001d030773 // Zm00001d036177 // Zm00001d030774 // Zm00001d048349 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 
GO:0005622	C	intracellular	22	57	9452	25864	0.42	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d010529 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d052680 // Zm00001d020748 // Zm00001d030773 // Zm00001d036177 // Zm00001d030774 // Zm00001d048349 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 
GO:0043227	C	membrane-bounded organelle	15	57	7016	25864	0.6	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d047596 // Zm00001d025278 // Zm00001d046500 // Zm00001d036177 // Zm00001d048349 // Zm00001d006248 // Zm00001d030774 // Zm00001d043048 // Zm00001d048347 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 
GO:0005737	C	cytoplasm	11	57	6663	25864	0.9	1	// Zm00001d022341 // Zm00001d010529 // Zm00001d036184 // Zm00001d010530 // Zm00001d047262 // Zm00001d048349 // Zm00001d030774 // Zm00001d048346 // Zm00001d043048 // Zm00001d020748 // Zm00001d052680 
GO:0044422	C	organelle part	9	57	3457	25864	0.35	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d030773 // Zm00001d048349 // Zm00001d006248 // Zm00001d047262 // Zm00001d048346 // Zm00001d047596 
GO:0044444	C	cytoplasmic part	8	57	6103	25864	0.97	1	// Zm00001d022341 // Zm00001d048349 // Zm00001d036184 // Zm00001d043048 // Zm00001d047262 // Zm00001d048346 // Zm00001d052680 // Zm00001d020748 
GO:0043231	C	intracellular membrane-bounded organelle	15	57	6999	25864	0.6	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d047596 // Zm00001d025278 // Zm00001d046500 // Zm00001d036177 // Zm00001d048349 // Zm00001d006248 // Zm00001d030774 // Zm00001d043048 // Zm00001d048347 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 
GO:0044446	C	intracellular organelle part	9	57	3454	25864	0.35	1	// Zm00001d007043 // Zm00001d022341 // Zm00001d036184 // Zm00001d030773 // Zm00001d048349 // Zm00001d006248 // Zm00001d047262 // Zm00001d048346 // Zm00001d047596 
